COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_M	p_MF	N_M	N_MF
CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!K+-sensing histidine kinase KdpD (KdpD) (PDB:2KSF)	2	0.1572992070502845	0.40904111070305105	M	COG0784!!!COG2205	GC_00002645	1	0	1	1
Predicted nucleotidyltransferase component of viral defense system (PDB:4O8S)	2	0.1572992070502845	0.40904111070305105	M	COG2253	GC_00002797	1	0	1	1
DNA topoisomerase IA (TopA) (PDB:1CY0)	2	0.1572992070502845	0.40904111070305105	M	COG0550	GC_00007183	1	0	1	1
Phosphoketolase (XFP) (PDB:3AHC)	2	0.1572992070502845	0.40904111070305105	M	COG3957	GC_00007243	1	0	1	1
N-Dimethylarginine dimethylaminohydrolase (DdaH) (PDB:6LRH)	2	0.1572992070502845	0.40904111070305105	M	COG1834	GC_00008282	1	0	1	1
Uncharacterized conserved protein, DUF465 domain	2	0.1572992070502845	0.40904111070305105	M	COG5481	GC_00005948	1	0	1	1
Predicted metal-dependent carbohydrate esterase YdaL, contains NodB-like catalytic (CE4) domain (YdaL)	2	0.1572992070502845	0.40904111070305105	M	COG5298	GC_00001991	1	0	1	1
Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains (HerA) (PDB:4D2I)	2	0.1572992070502845	0.40904111070305105	M	COG0433	GC_00002527	1	0	1	1
Purine nucleoside permease (NUP)	2	0.1572992070502845	0.40904111070305105	M	COG5042	GC_00002344	1	0	1	1
Serine kinase of the HPr protein, regulates carbohydrate metabolism (HprK) (PDB:1JB1)	2	0.1572992070502845	0.40904111070305105	M	COG1493	GC_00002255	1	0	1	1
Predicted transcriptional regulator, contains an XRE-type HTH domain (archaeal members contain CBS pair) (AF2118)	2	0.1572992070502845	0.40904111070305105	M	COG3620	GC_00004072, GC_00004701	1	0	1	1
Acid resistance membrane protein HdeD, DUF308 family (HdeD) (PUBMED:12694615;28802266)	2	0.1572992070502845	0.40904111070305105	M	COG3247	GC_00005030	1	0	1	1
DNA-binding transcriptional regulator, CsgD family (CsgD)	2	0.1572992070502845	0.40904111070305105	M	COG2771	GC_00002201, GC_00004823, GC_00005811, GC_00006839, GC_00007497	1	0	1	1
Phosphoenolpyruvate carboxykinase, GTP-dependent (PepCK) (PDB:4R43)	2	0.1572992070502845	0.40904111070305105	M	COG1274	GC_00006766	1	0	1	1
Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN (Med) (PDB:2FQW) (PUBMED:21622736)	2	0.1572992070502845	0.40904111070305105	M	COG1744	GC_00001393, GC_00008435	1	0	1	1
Cytochrome c oxidase subunit IV (COX4)	2	0.1572992070502845	0.40904111070305105	M	COG5605	GC_00003453	1	0	1	1
Membrane integrity protein DedA, putative transporter, DedA/Tvp38 family (DedA) (PUBMED:24312110;25917916)!!!Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	2	0.1572992070502845	0.40904111070305105	M	COG0586!!!COG0607	GC_00002174	1	0	1	1
Plasmid stability protein StbC1, contains ribbon-helix-helix domain (StbC1) (PUBMED:30728866)	2	0.1572992070502845	0.40904111070305105	M	COG4691	GC_00007277	1	0	1	1
Abortive phage infection protein AbiEi, antitoxin conponent of an AbiEi-AbiEii TA system (AbiEi) (PUBMED:24465005;29518409)	2	0.1572992070502845	0.40904111070305105	M	COG5340	GC_00002179	1	0	1	1
5-chloro-2-hydroxyhydroquinone dehydrochlorinase TtfG, YCII superfamily (YCII) (PDB:1S7I) (PUBMED:23955343)	2	0.1572992070502845	0.40904111070305105	M	COG3795	GC_00001644, GC_00004252	1	0	1	1
Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component (AceF) (PDB:1B5S)!!!Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG)	2	0.1572992070502845	0.40904111070305105	M	COG0508!!!COG1249	GC_00008285	1	0	1	1
Uncharacterized conserved protein, RmlC-like cupin domain (RmlC)	2	0.1572992070502845	0.40904111070305105	M	COG4101	GC_00005570	1	0	1	1
Serine/threonine protein kinase (SPS1) (PDB:6G4J)!!!PAS domain (PAS) (PDB:2MWG)!!!GAF domain (GAF)!!!Predicted ATPase!!!Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)	2	0.1572992070502845	0.40904111070305105	M	COG0515!!!COG2202!!!COG2203!!!COG3899!!!COG4191	GC_00004025	1	0	1	1
Type III secretory pathway, component EscV (EscV) (PDB:2X49)	2	0.1572992070502845	0.40904111070305105	M	COG4789	GC_00005586	1	0	1	1
TRAP-type C4-dicarboxylate transport system, small permease component YiaM (DctM)	2	0.1572992070502845	0.40904111070305105	M	COG3090	GC_00004051	1	0	1	1
Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG (UbiE) (PDB:4OBW)!!!Endo-1,4-beta-xylanase, GH35 family (XynA) (PDB:1B30)	2	0.1572992070502845	0.40904111070305105	M	COG2226!!!COG3693	GC_00001639	1	0	1	1
Transposase InsA (InsA)	2	0.1572992070502845	0.40904111070305105	M	COG3677	GC_00007582	1	0	1	1
Uncharacterized conserved protein, contains PIN-related Mut7-C RNAse domain (Mut7-C)	2	0.1572992070502845	0.40904111070305105	M	COG1656	GC_00004603	1	0	1	1
Uncharacterized conserved protein, DUF1800 family	2	0.1572992070502845	0.40904111070305105	M	COG5267	GC_00001445	1	0	1	1
Exopolysaccharide export protein/domain GumC/Wzc1 (GumC) (PUBMED:15003255;23089617)	2	0.1572992070502845	0.40904111070305105	M	COG3206	GC_00002053	1	0	1	1
Xylose isomerase (XylA) (PDB:1A0C)	2	0.1572992070502845	0.40904111070305105	M	COG2115	GC_00004456	1	0	1	1
Saccharopine dehydrogenase, NADP-dependent (Lys9) (PDB:1E5L)	2	0.1572992070502845	0.40904111070305105	M	COG1748	GC_00001383	1	0	1	1
Predicted restriction endonuclease, HNH family (PDB:6GHC)	2	0.1572992070502845	0.40904111070305105	M	COG3183	GC_00001436, GC_00006681	1	0	1	1
Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit (CoxL) (PDB:1DGJ) (PUBMED:10095793)	2	0.1572992070502845	0.40904111070305105	M	COG1529	GC_00001228, GC_00001485, GC_00004745, GC_00006667, GC_00008279, GC_00008374	1	0	1	1
Bacillithiol/mycothiol S-transferase BstA/DinB, DinB/YfiT family (unrelated to E. coli DinB) (DinB) (PDB:2QE9) (PUBMED:22059487;24821014)	2	0.1572992070502845	0.40904111070305105	M	COG2318	GC_00001240	1	0	1	1
Autotransporter adhesin (Hia) (PDB:2GR7)	2	0.1572992070502845	0.40904111070305105	M	COG5295	GC_00002362, GC_00003610, GC_00004132, GC_00005452	1	0	1	1
Predicted metal-dependent enzyme of the double-stranded beta helix superfamily	2	0.1572992070502845	0.40904111070305105	M	COG5553	GC_00005280	1	0	1	1
Polyferredoxin NapH (NapH) (PUBMED:27322068)!!!Transcriptional regulator NosR of nitric oxide reductase (NosR)	2	0.1572992070502845	0.40904111070305105	M	COG0348!!!COG3901	GC_00007168	1	0	1	1
Acyl-CoA synthetase (NDP forming) (PatZN) (PDB:4YAK) (PUBMED:26251518)!!!L-amino acid N-acyltransferase MnaT (MnaT) (PDB:3DR6) (PUBMED:27941785)	2	0.1572992070502845	0.40904111070305105	M	COG1042!!!COG1247	GC_00006272	1	0	1	1
Carboxypeptidase C (cathepsin A) (Kex1) (PDB:1AC5)	2	0.1572992070502845	0.40904111070305105	M	COG2939	GC_00001752	1	0	1	1
Type II secretory pathway, PulJ/GspJ component (PulJ)	2	0.1572992070502845	0.40904111070305105	M	COG4795	GC_00003985	1	0	1	1
Superfamily II DNA or RNA helicase, SNF2 family (HepA) (PDB:6UXV)!!!Uncharacterized protein, contains SWIM-type Zn finger domain (SWIM)	2	0.1572992070502845	0.40904111070305105	M	COG0553!!!COG4715	GC_00005581	1	0	1	1
Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)!!!2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase (uric acid degradation) (PucL) (PDB:2O70)	2	0.1572992070502845	0.40904111070305105	M	COG0624!!!COG3195	GC_00003117	1	0	1	1
Rubrerythrin, includes spore coat protein YhjR (YhjR) (PDB:2E0Z)	2	0.1572992070502845	0.40904111070305105	M	COG1633	GC_00006515	1	0	1	1
Ribosome biogenesis GTPase RbgA (RbgA) (PDB:6G14)	2	0.1572992070502845	0.40904111070305105	M	COG1161	GC_00005530	1	0	1	1
Putative heme degradation protein (HemS) (PDB:1U9T)	2	0.1572992070502845	0.40904111070305105	M	COG3720	GC_00002912	1	0	1	1
Predicted phosphohydrolase, MPP superfamily (YaeI)	2	0.1572992070502845	0.40904111070305105	M	COG1408	GC_00005502	1	0	1	1
ABC-type phosphate transport system, permease component (PstA)	2	0.1572992070502845	0.40904111070305105	M	COG0581	GC_00001834	1	0	1	1
Plasmid stabilization system protein ParE (ParE) (PDB:3KXE)	2	0.1572992070502845	0.40904111070305105	M	COG3668	GC_00001389, GC_00003121	1	0	1	1
Predicted nucleic acid-binding protein, contains Zn-finger domain (PUBMED:22120742)	2	0.1572992070502845	0.40904111070305105	M	COG3809	GC_00006706	1	0	1	1
TRAP-type uncharacterized transport system, fused permease components	2	0.1572992070502845	0.40904111070305105	M	COG4666	GC_00002816	1	0	1	1
5-deoxy-D-glucuronate isomerase (IolB) (PDB:2QJV)	2	0.1572992070502845	0.40904111070305105	M	COG3718	GC_00001840	1	0	1	1
Sensor histidine kinase YesM (YesM)	2	0.1572992070502845	0.40904111070305105	M	COG2972	GC_00005655	1	0	1	1
Acetyltransferase, isoleucine patch superfamily (WbbJ)	2	0.1572992070502845	0.40904111070305105	M	COG0110	GC_00003998	1	0	1	1
UDP:flavonoid glycosyltransferase YjiC, YdhE family (YjiC) (PDB:2ACV) (PUBMED:23974133)	2	0.1572992070502845	0.40904111070305105	M	COG1819	GC_00005116	1	0	1	1
Cold shock protein, CspA family (CspC) (PDB:1C9O)!!!Uncharacterized membrane protein YsdA, DUF1294 family (YsdA)	2	0.1572992070502845	0.40904111070305105	M	COG1278!!!COG3326	GC_00008093	1	0	1	1
Truncated hemoglobin YjbI (YjbI) (PDB:1DLW)	2	0.1572992070502845	0.40904111070305105	M	COG2346	GC_00007412	1	0	1	1
Acyl carrier protein (AcpP) (PDB:1ACP)!!!NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY)!!!NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)!!!Acyl transferase domain in polyketide synthase (PKS) enzymes (PksD) (PDB:6IYO)	2	0.1572992070502845	0.40904111070305105	M	COG0236!!!COG0604!!!COG1028!!!COG3321	GC_00004645	1	0	1	1
O-antigen ligase (RfaL)	2	0.1572992070502845	0.40904111070305105	M	COG3307	GC_00005181, GC_00008174	1	0	1	1
Type IV pilus assembly protein, ATPase PilU (PilU)	2	0.1572992070502845	0.40904111070305105	M	COG5008	GC_00007495	1	0	1	1
SAM-dependent methyltransferase, MidA family (MidA) (PDB:1ZKD)	2	0.1572992070502845	0.40904111070305105	M	COG1565	GC_00008080	1	0	1	1
Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs (Lys2b) (PDB:5MSP)	2	0.1572992070502845	0.40904111070305105	M	COG3320	GC_00003390	1	0	1	1
Zn-dependent protease (includes sporulation protein SpoIVFB) (SpoIVFB) (PDB:3B4R)	2	0.1572992070502845	0.40904111070305105	M	COG1994	GC_00001366	1	0	1	1
Magnesium uptake protein YhiD/SapB, involved in acid resistance (SapB) (PUBMED:19798051)	2	0.1572992070502845	0.40904111070305105	M	COG1285	GC_00003426, GC_00003458	1	0	1	1
Site-specific recombinase	2	0.1572992070502845	0.40904111070305105	M	COG4389	GC_00006268, GC_00008240	1	0	1	1
Methylase of chemotaxis methyl-accepting proteins (CheR) (PDB:1AF7)!!!Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)	2	0.1572992070502845	0.40904111070305105	M	COG1352!!!COG5010	GC_00006684	1	0	1	1
Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)!!!Anthranilate/para-aminobenzoate synthases component I (TrpE) (PDB:1I1Q)	2	0.1572992070502845	0.40904111070305105	M	COG0115!!!COG0147	GC_00007074	1	0	1	1
N-acyl-D-aspartate/D-glutamate deacylase	2	0.1572992070502845	0.40904111070305105	M	COG3653	GC_00004066, GC_00005879	1	0	1	1
Diphthamide synthase (EF-2-diphthine--ammonia ligase) (Dph6) (PDB:2D13)	2	0.1572992070502845	0.40904111070305105	M	COG2102	GC_00005786	1	0	1	1
Sugar (pentulose or hexulose) kinase (XylB) (PDB:4C23)	2	0.1572992070502845	0.40904111070305105	M	COG1070	GC_00000275, GC_00001365, GC_00007086	1	0	1	1
Phage terminase large subunit (XtmB) (PDB:4IDH)	2	0.1572992070502845	0.40904111070305105	M	COG1783	GC_00004123	1	0	1	1
Predicted acylesterase/phospholipase RssA, containd patatin domain (RssA) (PDB:5FQU)!!!Outer membrane protein assembly factor BamA (BamA) (PDB:5EKQ)	2	0.1572992070502845	0.40904111070305105	M	COG1752!!!COG4775	GC_00007802	1	0	1	1
Periplasmic molybdate-binding protein/domain (YvgK)!!!DNA-binding transcriptional regulator ModE (molybdenum-dependent) (ModE) (PDB:1B9M) (PUBMED:19779461)	2	0.1572992070502845	0.40904111070305105	M	COG1910!!!COG2005	GC_00002196	1	0	1	1
Predicted transcriptional regulator, ArsR family (PDB:2P4W)	2	0.1572992070502845	0.40904111070305105	M	COG1777	GC_00003990	1	0	1	1
Peroxiredoxin (AHP1) (PDB:1H4O)	2	0.1572992070502845	0.40904111070305105	M	COG0678	GC_00003875	1	0	1	1
Cellobiose phosphorylase (PDB:1V7V) (PUBMED:17307853)	2	0.1572992070502845	0.40904111070305105	M	COG3459	GC_00004906	1	0	1	1
Leucyl aminopeptidase (aminopeptidase T) (AmpS) (PDB:1ZJC)	2	0.1572992070502845	0.40904111070305105	M	COG2309	GC_00008201	1	0	1	1
Very-short-patch-repair endonuclease (YcjD) (PDB:3HRL)	2	0.1572992070502845	0.40904111070305105	M	COG2852	GC_00002593	1	0	1	1
Fimbrial subunit ScuA/B, ScuA/B/SCPU domain (SCPU) (PDB:6FQA) (PUBMED:30228191;31396168)	2	0.1572992070502845	0.40904111070305105	M	COG5430	GC_00002734, GC_00004387	1	0	1	1
Uncharacterized membrane protein YccF, DUF307 family (YccF)	2	0.1572992070502845	0.40904111070305105	M	COG3304	GC_00004656	1	0	1	1
Cytochrome c biogenesis protein ResB (ResB)	2	0.1572992070502845	0.40904111070305105	M	COG1333	GC_00002300	1	0	1	1
Sirohydrochlorin ferrochelatase (SirB) (PDB:1TJN)	2	0.1572992070502845	0.40904111070305105	M	COG2138	GC_00008439	1	0	1	1
Cytoplasmic potassium-binding protein Kbp/XkdP/YgaU, contains LysM domain (XkdP) (PDB:5FIM) (PUBMED:27112601)	2	0.1572992070502845	0.40904111070305105	M	COG1652	GC_00001687, GC_00006970	1	0	1	1
DNA repair ATPase RecN (RecN) (PDB:4AD8)!!!5'-3' exoribonuclease TrpH/YciV (RNase AM), contains PHP domain (YciV) (PDB:3E0F) (PUBMED:25871919)	2	0.1572992070502845	0.40904111070305105	M	COG0497!!!COG0613	GC_00006581	1	0	1	1
Acetyl xylan esterase AxeA and related esterases, LpqC family (LpqC) (PDB:2D80) (PUBMED:9291122)	2	0.1572992070502845	0.40904111070305105	M	COG3509	GC_00001586	1	0	1	1
Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component (AraH)	2	0.1572992070502845	0.40904111070305105	M	COG1172	GC_00001224, GC_00003269, GC_00004497, GC_00006090, GC_00006772, GC_00007509, GC_00007663, GC_00008291	1	0	1	1
Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD (putrescine degradation), contains GATase1-like domain (PuuD) (PDB:1L9X)!!!Cell division protein DedD (periplasmic protein involved in septation) (DedD)	2	0.1572992070502845	0.40904111070305105	M	COG2071!!!COG3147	GC_00004733	1	0	1	1
Chemotaxis protein histidine kinase CheA (CheA) (PDB:1B3Q)!!!DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	2	0.1572992070502845	0.40904111070305105	M	COG0643!!!COG0745	GC_00001458	1	0	1	1
Nitrous oxide reductase accessory protein NosD, contains tandem CASH domains (NosD) (PDB:2KZW)	2	0.1572992070502845	0.40904111070305105	M	COG3420	GC_00004464	1	0	1	1
Flp pilus assembly protein, pilin Flp (Flp)	2	0.1572992070502845	0.40904111070305105	M	COG3847	GC_00000215, GC_00004873	1	0	1	1
Uncharacterized conserved protein, contains TadX/Tad_C domain (TadX) (PUBMED:26686616)	2	0.1572992070502845	0.40904111070305105	M	COG4655	GC_00003713, GC_00007832	1	0	1	1
Trehalose-6-phosphate phosphatase (OtsB) (PDB:1U02)	2	0.1572992070502845	0.40904111070305105	M	COG1877	GC_00006510	1	0	1	1
Chitinase, GH18 family (ChiA) (PDB:1E15)	2	0.1572992070502845	0.40904111070305105	M	COG3325	GC_00007307	1	0	1	1
Bifunctional DNA-binding transcriptional regulator of stationary/sporulation/toxin gene expression and antitoxin component of the YhaV-PrlF toxin-antitoxin module (AbrB) (PDB:2RO5)	2	0.1572992070502845	0.40904111070305105	M	COG2002	GC_00006685	1	0	1	1
LPS O-antigen chain length determinant protein, WzzB/FepE family (WzzB) (PDB:3B8N)	2	0.1572992070502845	0.40904111070305105	M	COG3765	GC_00001569	1	0	1	1
Phosphotransferase system, mannose/fructose-specific component IIA (ManX) (PDB:1PDO)	2	0.1572992070502845	0.40904111070305105	M	COG2893	GC_00001853	1	0	1	1
Uncharacterized conserved protein, DUF1326 domain	2	0.1572992070502845	0.40904111070305105	M	COG5588	GC_00002770, GC_00004728	1	0	1	1
Zinc transporter ZupT (ZupT) (PDB:5TSA)	2	0.1572992070502845	0.40904111070305105	M	COG0428	GC_00008463	1	0	1	1
ACT domain-containing protein (ACTx2)	2	0.1572992070502845	0.40904111070305105	M	COG4747	GC_00007733	1	0	1	1
Uncharacterized membrane protein YbjL, putative transporter (YbjL)	2	0.1572992070502845	0.40904111070305105	M	COG2985	GC_00006996	1	0	1	1
Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily	2	0.1572992070502845	0.40904111070305105	M	COG3558	GC_00001895	1	0	1	1
23S rRNA G2445 N2-methylase RlmL (RlmL) (PDB:3V97) (PUBMED:22362734)	2	0.1572992070502845	0.40904111070305105	M	COG0116	GC_00003712	1	0	1	1
Anti-sigma-K factor RskA (RskA) (PUBMED:16011798;15972856)	2	0.1572992070502845	0.40904111070305105	M	COG5343	GC_00004624	1	0	1	1
Prephenate dehydrogenase (TyrA) (PDB:2F1K)	2	0.1572992070502845	0.40904111070305105	M	COG0287	GC_00006225, GC_00007053	1	0	1	1
Phage tail collar domain (MdpB) (PDB:1OCY) (PUBMED:16554069;29204885)	2	0.1572992070502845	0.40904111070305105	M	COG4675	GC_00005764, GC_00007838	1	0	1	1
Phage-related protein, predicted endonuclease	2	0.1572992070502845	0.40904111070305105	M	COG5377	GC_00000991, GC_00004374	1	0	1	1
Triphosphoribosyl-dephospho-CoA synthetase (CitG) (PDB:3H9P)	2	0.1572992070502845	0.40904111070305105	M	COG1767	GC_00004854	1	0	1	1
TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)	2	0.1572992070502845	0.40904111070305105	M	COG1593	GC_00002316	1	0	1	1
Glyoxalase superfamily enzyme, possible 3-demethylubiquinone-9 3-methyltransferase (PDB:1TSJ)	2	0.1572992070502845	0.40904111070305105	M	COG3865	GC_00003624	1	0	1	1
UDP-N-acetyl-D-mannosaminuronic acid transferase, WecB/TagA/CpsF family (WecG)	2	0.1572992070502845	0.40904111070305105	M	COG1922	GC_00003126	1	0	1	1
ABC-type sugar transport system, ATPase component (MglA)	2	0.1572992070502845	0.40904111070305105	M	COG1129	GC_00003801, GC_00004106, GC_00004227, GC_00004364, GC_00005925, GC_00006264, GC_00006438, GC_00007496, GC_00008178	1	0	1	1
Uncharacterized conserved protein YfbU, UPF0304 family (YfbU) (PDB:1WPB)	2	0.1572992070502845	0.40904111070305105	M	COG3013	GC_00002975	1	0	1	1
TRAP-type uncharacterized transport system, periplasmic component (Imp) (PDB:1US4)	2	0.1572992070502845	0.40904111070305105	M	COG2358	GC_00001259, GC_00003565, GC_00004509	1	0	1	1
Type IV pilus assembly protein, tip-associated adhesin PilY1 (PilY1) (PDB:3HX6)	2	0.1572992070502845	0.40904111070305105	M	COG3419	GC_00004595, GC_00006639	1	0	1	1
Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain (ParD) (PDB:3KXE)	2	0.1572992070502845	0.40904111070305105	M	COG3609	GC_00001875	1	0	1	1
Uncharacterized conserved protein YdeI, YjbR/CyaY-like superfamily, DUF1801 family (YdeI)	2	0.1572992070502845	0.40904111070305105	M	COG4430	GC_00008246	1	0	1	1
Predicted CoA-binding protein (YccU) (PDB:1IUK)	2	0.1572992070502845	0.40904111070305105	M	COG1832	GC_00004119	1	0	1	1
Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit (PorG) (PDB:1B0P)!!!TPP-dependent indolepyruvate ferredoxin oxidoreductase, alpha subunit (IorA)	2	0.1572992070502845	0.40904111070305105	M	COG1014!!!COG4231	GC_00006102	1	0	1	1
Transcriptional regulator of heat shock response (HrcA) (PDB:1STZ)	2	0.1572992070502845	0.40904111070305105	M	COG1420	GC_00005727	1	0	1	1
Aryl-phospho-beta-D-glucosidase BglC, GH1 family (BglC)	2	0.1572992070502845	0.40904111070305105	M	COG2730	GC_00007781	1	0	1	1
Outer membrane phospholipase A (PldA) (PDB:1FW2)	2	0.1572992070502845	0.40904111070305105	M	COG2829	GC_00001327	1	0	1	1
Chemotaxis receptor (MCP) glutamine deamidase CheD (CheD) (PDB:2F9Z)	2	0.1572992070502845	0.40904111070305105	M	COG1871	GC_00006196, GC_00006679	1	0	1	1
Uncharacterized conserved protein YqeY, may have tRNA amino acid amidase activity (YqeY) (PDB:1NG6)	2	0.1572992070502845	0.40904111070305105	M	COG1610	GC_00002227	1	0	1	1
Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family (VOC) (PDB:3OXH) (PUBMED:31710815)	2	0.1572992070502845	0.40904111070305105	M	COG3324	GC_00004233, GC_00007123	1	0	1	1
Glucokinase (Glk) (PDB:1Q18)!!!DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains (RpiR) (PDB:2O3F)	2	0.1572992070502845	0.40904111070305105	M	COG0837!!!COG1737	GC_00005626	1	0	1	1
GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants (GGDEF) (PDB:6D9M)!!!EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant) (EAL) (PDB:2BAS)!!!PAS domain (PAS) (PDB:2MWG)!!!Extracytoplasmic sensor domain CHASE1 (specificity unknown) (CHASE1) (PDB:3T4J)	2	0.1572992070502845	0.40904111070305105	M	COG2199!!!COG2200!!!COG2202!!!COG3614	GC_00002000, GC_00004674	1	0	1	1
